@RELATION code_smells_extended

@ATTRIBUTE loc NUMERIC
@ATTRIBUTE wmc NUMERIC
@ATTRIBUTE cbo NUMERIC
@ATTRIBUTE lcom NUMERIC
@ATTRIBUTE rfc NUMERIC
@ATTRIBUTE noc NUMERIC
@ATTRIBUTE totalmethodsqty NUMERIC
@ATTRIBUTE totalfieldsqty NUMERIC
@ATTRIBUTE is_functional_decomposition {yes,no}
@ATTRIBUTE is_data_class {yes,no}
@ATTRIBUTE is_lazy_class {yes,no}
@ATTRIBUTE is_spaghetti {yes,no}
@ATTRIBUTE is_swiss_army_knife {yes,no}
@ATTRIBUTE is_blob {yes,no}
@ATTRIBUTE has_long_method {yes,no}
@ATTRIBUTE has_long_parameter_list {yes,no}

@DATA
4,2,3,1,0,0,2,0,no,no,yes,no,no,no,no,no
39,11,7,45,0,0,11,5,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
46,6,15,0,30,0,1,4,no,no,no,no,no,no,no,no
3,1,2,0,0,0,1,0,no,no,yes,no,no,no,no,no
128,27,24,0,68,0,6,6,no,no,no,no,no,no,no,no
9,2,7,0,2,0,2,1,no,no,yes,no,no,no,no,no
84,20,14,17,41,0,7,4,no,no,no,no,no,no,no,no
89,16,11,0,22,0,6,3,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
28,2,8,0,3,0,2,2,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
9,2,7,0,2,0,2,1,no,no,yes,no,no,no,no,no
87,18,7,11,26,0,10,8,no,no,no,no,no,no,no,no
4,0,0,0,0,0,0,2,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
38,5,2,1,4,0,2,0,no,no,yes,no,no,no,no,no
34,9,1,0,2,0,7,2,no,no,no,no,no,no,no,no
35,5,8,0,18,0,1,1,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
3,1,5,0,0,0,1,0,no,no,yes,no,no,no,no,no
6,4,1,6,0,0,4,0,no,no,no,no,no,no,no,no
7,1,6,0,2,0,1,2,no,no,yes,no,no,no,no,no
61,10,50,0,22,0,9,10,no,no,no,no,no,no,no,no
29,3,3,1,7,0,3,1,no,no,no,no,no,no,no,no
15,0,6,0,0,2,0,13,no,yes,no,no,no,no,no,no
38,6,15,0,22,0,4,4,no,no,no,no,no,no,no,no
417,77,55,0,130,0,16,21,no,no,no,no,no,no,yes,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
23,4,5,6,5,0,4,0,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
6,1,4,0,5,0,1,0,no,no,yes,no,no,no,no,no
16,2,5,0,7,0,1,0,no,no,yes,no,no,no,no,no
20,3,5,1,7,0,3,1,no,no,no,no,no,no,no,no
4,0,1,0,0,0,0,2,no,no,yes,no,no,no,no,no
4,2,0,1,0,0,2,0,no,no,yes,no,no,no,no,no
5,0,5,0,0,0,0,3,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
79,11,19,6,44,0,5,5,no,no,no,no,no,no,no,no
5,1,1,0,1,0,1,0,no,no,yes,no,no,no,no,no
14,1,2,0,0,0,1,10,no,yes,no,no,no,no,no,no
10,2,3,1,2,0,2,0,no,no,yes,no,no,no,no,no
123,0,15,0,0,0,0,21,no,yes,no,no,no,no,no,no
9,2,8,0,1,0,2,1,no,no,yes,no,no,no,no,no
13,3,5,0,3,0,1,1,no,no,yes,no,no,no,no,no
4,2,2,1,0,0,2,0,no,no,yes,no,no,no,no,no
48,3,9,0,6,0,3,3,no,no,no,no,no,no,no,no
6,1,4,0,2,0,1,0,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
80,12,28,0,21,0,12,13,no,no,no,no,no,no,no,no
6,1,16,0,1,0,1,1,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
3,1,5,0,0,0,1,0,no,no,yes,no,no,no,no,no
32,4,6,1,7,0,3,2,no,no,no,no,no,no,no,no
74,18,19,43,14,0,14,5,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
35,1,4,0,0,0,1,10,no,yes,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
292,53,26,0,61,0,18,7,no,no,no,no,no,no,no,yes
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
11,3,19,3,0,0,3,0,no,no,no,no,no,no,no,yes
16,3,12,0,3,0,2,2,no,no,yes,no,no,no,no,no
183,1,0,0,0,0,1,0,no,no,no,no,no,no,no,no
60,17,1,4,8,0,12,5,no,no,no,no,no,no,no,no
10,1,1,0,0,0,1,6,no,no,no,no,no,no,no,no
124,28,12,15,48,0,6,1,no,no,no,no,no,no,yes,no
6,1,2,0,0,0,1,2,no,no,yes,no,no,no,no,no
8,1,2,0,0,0,1,4,no,no,no,no,no,no,no,no
23,0,9,0,0,0,0,18,no,yes,no,no,no,no,no,no
36,1,4,0,0,0,1,4,no,no,no,no,no,no,no,no
7,1,2,0,0,0,1,3,no,no,no,no,no,no,no,no
13,2,8,0,5,0,1,2,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
14,2,3,1,3,0,2,0,no,no,yes,no,no,no,no,no
24,2,4,0,0,0,2,6,no,no,no,no,no,no,no,no
327,1,0,0,0,0,1,0,no,no,no,no,no,no,no,no
22,1,2,0,11,0,1,0,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
9,1,13,0,3,0,1,3,no,no,no,no,no,no,no,no
9,1,1,0,0,0,1,5,no,no,no,no,no,no,no,no
7,5,5,10,0,0,5,0,no,no,no,no,no,no,no,no
16,2,17,1,7,0,2,4,no,no,no,no,no,no,no,no
153,12,16,0,33,0,6,3,no,no,no,no,no,no,no,no
2,0,2,0,0,0,0,0,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
41,8,49,10,17,0,8,7,no,no,no,no,no,no,no,no
4,2,1,1,0,0,2,0,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
30,1,3,0,0,0,1,14,no,yes,no,no,no,no,no,no
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
15,1,1,0,0,0,1,11,no,yes,no,no,no,no,no,no
100,18,50,0,23,0,16,6,no,no,no,no,no,no,no,yes
47,1,3,0,0,0,1,23,no,yes,no,no,no,no,no,no
29,6,11,0,14,0,1,2,no,no,yes,no,no,no,no,no
18,3,17,1,7,0,3,7,no,no,no,no,no,no,no,no
9,1,2,0,0,0,1,2,no,no,yes,no,no,no,no,no
107,14,30,1,63,0,3,12,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
24,3,30,0,11,0,3,5,no,no,no,no,no,no,no,no
17,2,2,1,3,0,2,0,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
13,1,4,0,0,0,1,9,no,yes,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
16,3,6,3,4,0,3,1,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
8,2,2,1,0,0,2,0,no,no,yes,no,no,no,no,no
15,1,7,0,15,0,1,1,no,no,yes,no,no,no,no,no
18,2,29,0,10,0,2,5,no,no,no,no,no,no,no,no
93,1,13,0,0,0,1,28,no,yes,no,no,no,no,no,no
42,2,16,0,30,0,1,3,no,no,no,no,no,no,no,no
73,9,4,1,15,0,3,18,no,no,no,no,no,no,no,no
10,2,8,0,4,0,2,1,no,no,yes,no,no,no,no,no
11,1,1,0,0,0,1,7,no,no,no,no,no,no,no,no
9,2,7,0,1,0,2,1,no,no,yes,no,no,no,no,no
13,1,1,0,0,0,1,9,no,yes,no,no,no,no,no,no
101,33,162,528,0,0,33,0,no,no,no,no,no,no,no,yes
3,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
17,4,5,0,3,0,4,2,no,no,no,no,no,no,no,no
23,6,2,0,4,0,1,0,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
15,1,1,0,0,0,1,11,no,yes,no,no,no,no,no,no
10,2,0,0,1,0,2,1,no,no,yes,no,no,no,no,no
18,4,9,0,7,0,4,1,no,no,no,no,no,no,no,no
33,1,3,0,0,0,1,6,no,no,no,no,no,no,no,no
5,0,1,0,0,0,0,3,no,no,no,no,no,no,no,no
76,12,20,0,28,0,5,6,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
92,14,20,8,45,0,5,2,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
104,16,12,0,30,0,3,1,no,no,no,no,no,no,no,no
10,3,3,0,3,0,1,0,no,no,yes,no,no,no,no,no
128,28,18,29,26,0,10,8,no,no,no,no,no,no,no,yes
14,3,3,0,7,0,2,1,no,no,yes,no,no,no,no,no
13,2,8,0,3,0,1,2,no,no,yes,no,no,no,no,no
58,13,14,36,2,0,13,10,no,no,no,no,no,no,no,yes
127,25,22,0,42,0,8,5,no,no,no,no,no,no,no,no
4,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
7,2,4,0,11,0,1,1,no,no,yes,no,no,no,no,no
6,1,4,0,5,0,1,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
5,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
16,2,2,1,5,0,2,0,no,no,yes,no,no,no,no,no
10,2,8,0,4,0,2,1,no,no,yes,no,no,no,no,no
136,1,0,0,0,0,1,0,no,no,no,no,no,no,no,no
15,3,10,3,4,0,3,2,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
34,10,12,4,38,0,4,1,no,no,no,no,no,no,no,no
4,0,2,0,0,0,0,2,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
12,1,2,0,0,0,1,4,no,no,no,no,no,no,no,no
4,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
2,0,1,0,0,0,0,0,no,no,yes,no,no,no,no,no
72,8,8,0,7,0,6,2,no,no,no,no,no,no,no,no
3,1,4,0,0,0,1,0,no,no,yes,no,no,no,no,no
10,1,1,0,0,0,1,6,no,no,no,no,no,no,no,no
15,1,9,0,12,0,1,2,no,no,yes,no,no,no,no,no
4,2,1,1,0,0,2,0,no,no,yes,no,no,no,no,no
23,3,4,0,11,0,1,0,no,no,yes,no,no,no,no,no
13,1,1,0,0,0,1,9,no,yes,no,no,no,no,no,no
34,9,1,0,3,0,7,3,no,no,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
27,4,2,1,6,0,2,0,no,no,yes,no,no,no,no,no
25,3,2,1,7,0,3,6,no,no,no,no,no,no,no,no
15,4,5,0,4,0,4,1,no,no,no,no,no,no,no,no
32,4,8,0,3,0,3,1,no,no,no,no,no,no,no,no
2,0,2,0,0,0,0,0,no,no,yes,no,no,no,no,no
3,1,2,0,0,0,1,0,no,no,yes,no,no,no,no,no
116,1,0,0,0,0,1,0,no,no,no,no,no,no,no,no
11,2,2,0,5,0,1,0,no,no,yes,no,no,no,no,no
17,15,11,105,0,0,15,0,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
1,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
4,0,1,0,0,0,0,2,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
23,2,1,0,0,0,2,8,no,no,no,no,no,no,no,yes
3,1,4,0,0,0,1,0,no,no,yes,no,no,no,no,no
6,1,14,0,1,0,1,1,no,no,yes,no,no,no,no,no
5,3,2,3,0,0,3,0,no,no,no,no,no,no,no,no
4,0,4,0,0,0,0,2,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
6,1,8,0,1,0,1,1,no,no,yes,no,no,no,no,no
9,2,7,0,1,0,2,1,no,no,yes,no,no,no,no,no
146,1,14,0,0,0,1,22,no,yes,no,no,no,no,no,no
9,2,2,1,0,0,2,1,no,no,yes,no,no,no,no,no
20,6,45,15,0,0,6,0,no,no,no,no,no,no,no,yes
8,1,0,0,0,0,1,4,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
12,1,2,0,0,0,1,2,no,no,yes,no,no,no,no,no
9,7,0,21,0,0,7,0,no,no,no,no,no,no,no,no
28,7,1,2,2,0,5,2,no,no,no,no,no,no,no,no
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
8,1,1,0,0,0,1,4,no,no,no,no,no,no,no,no
17,4,1,2,5,0,4,3,no,no,no,no,no,no,no,no
26,8,6,0,8,0,6,1,no,no,no,no,no,no,no,no
51,1,4,0,0,0,1,27,no,yes,no,no,no,no,no,no
15,1,1,0,0,0,1,11,no,yes,no,no,no,no,no,no
145,1,13,0,0,0,1,20,no,yes,no,no,no,no,no,no
46,1,4,0,0,0,1,8,no,no,no,no,no,no,no,no
19,4,3,3,5,0,3,0,no,no,no,no,no,no,no,no
1178,45,58,0,73,0,15,26,no,no,no,no,no,no,yes,no
6,1,7,0,1,0,1,1,no,no,yes,no,no,no,no,no
125,2,2,1,5,0,2,0,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
46,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
8,1,1,0,0,0,1,4,no,no,no,no,no,no,no,no
2,0,1,0,0,0,0,0,no,no,yes,no,no,no,no,no
9,1,23,0,5,0,1,2,no,no,yes,no,no,no,no,no
300,1,0,0,0,0,1,0,no,no,no,no,no,no,no,no
40,7,13,0,28,0,3,3,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
3,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
4,2,5,1,0,0,2,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
54,18,2,21,22,0,7,0,yes,no,no,no,no,no,no,no
241,12,15,4,14,0,5,6,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
25,2,7,0,20,0,1,1,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
28,1,3,0,0,0,1,6,no,no,no,no,no,no,no,no
50,9,28,24,25,0,9,2,no,no,no,no,no,no,no,no
3,1,4,0,0,0,1,0,no,no,yes,no,no,no,no,no
5,1,2,0,2,0,1,0,no,no,yes,no,no,no,no,no
9,2,2,1,0,0,2,1,no,no,yes,no,no,no,no,no
6,1,8,0,2,0,1,1,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
50,9,10,0,11,0,7,7,no,no,no,no,no,no,no,yes
9,2,8,0,1,0,2,1,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
9,2,7,0,2,0,2,1,no,no,yes,no,no,no,no,no
15,1,2,0,0,0,1,5,no,no,no,no,no,no,no,no
6,1,7,0,1,0,1,0,no,no,yes,no,no,no,no,no
10,1,1,0,0,0,1,6,no,no,no,no,no,no,no,no
35,8,10,10,12,0,5,2,no,no,no,no,no,no,no,no
5,1,2,0,2,0,1,0,no,no,yes,no,no,no,no,no
5,1,1,0,2,0,1,0,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
9,2,2,1,0,0,2,1,no,no,yes,no,no,no,no,no
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
88,1,2,0,0,0,1,2,no,no,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
6,1,7,0,3,0,1,1,no,no,yes,no,no,no,no,no
5,1,2,0,0,0,1,1,no,no,yes,no,no,no,no,no
10,1,1,0,0,0,1,6,no,no,no,no,no,no,no,no
209,10,15,2,21,0,5,7,no,no,no,no,no,no,no,no
27,1,5,0,0,0,1,9,no,yes,no,no,no,no,no,no
11,1,1,0,0,0,1,7,no,no,no,no,no,no,no,no
488,1,0,0,0,0,1,0,no,no,no,no,no,no,no,no
23,3,4,0,11,0,1,0,no,no,yes,no,no,no,no,no
10,1,1,0,0,0,1,6,no,no,no,no,no,no,no,no
61,9,39,0,16,0,6,5,no,no,no,no,no,no,no,no
8,2,1,1,0,0,2,0,no,no,yes,no,no,no,no,no
12,1,1,0,0,0,1,8,no,no,no,no,no,no,no,no
9,2,8,0,3,0,2,1,no,no,yes,no,no,no,no,no
5,1,1,0,1,0,1,0,no,no,yes,no,no,no,no,no
80,1,9,0,0,0,1,16,no,yes,no,no,no,no,no,no
11,1,2,0,0,0,1,1,no,no,yes,no,no,no,no,no
51,4,11,0,13,0,2,2,no,no,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
23,0,4,0,0,0,0,21,no,yes,no,no,no,no,no,no
80,17,46,0,33,0,7,7,no,no,no,no,no,no,no,yes
24,2,6,0,15,0,1,1,no,no,yes,no,no,no,no,no
6,1,2,0,0,0,1,2,no,no,yes,no,no,no,no,no
19,1,1,0,0,0,1,15,no,yes,no,no,no,no,no,no
38,7,10,0,9,0,1,2,no,no,yes,no,no,no,no,no
196,37,25,60,76,0,12,3,no,no,no,no,no,no,no,yes
40,11,1,0,2,0,8,2,no,no,no,no,no,no,no,no
9,7,7,21,0,0,7,0,no,no,no,no,no,no,no,no
11,3,1,3,0,0,3,0,no,no,no,no,no,no,no,no
9,1,1,0,0,0,1,5,no,no,no,no,no,no,no,no
14,4,23,6,0,0,4,0,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
4,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
2,0,1,0,0,0,0,0,no,no,yes,no,no,no,no,no
8,1,0,0,0,0,1,4,no,no,no,no,no,no,no,no
11,1,4,0,0,0,1,7,no,no,no,no,no,no,no,no
7,1,2,0,0,0,1,3,no,no,no,no,no,no,no,no
104,19,13,0,15,0,8,4,no,no,no,no,no,no,no,no
46,15,8,1,25,0,2,1,no,no,yes,no,no,no,no,no
55,9,46,2,50,0,5,7,no,no,no,no,no,no,no,yes
5,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
51,7,24,0,16,0,7,4,no,no,no,no,no,no,no,no
3,0,5,0,0,0,0,1,no,no,yes,no,no,no,no,no
14,4,4,6,1,0,4,0,no,no,no,no,no,no,no,no
109,27,14,77,22,3,19,10,no,no,no,no,no,no,no,yes
8,1,1,0,0,0,1,4,no,no,no,no,no,no,no,no
7,1,2,0,0,0,1,3,no,no,no,no,no,no,no,no
36,1,2,0,0,0,1,5,no,no,no,no,no,no,no,no
15,1,7,0,13,0,1,1,no,no,yes,no,no,no,no,no
15,0,5,0,0,0,0,13,no,yes,no,no,no,no,no,no
8,2,2,1,0,0,2,0,no,no,yes,no,no,no,no,no
11,1,2,0,0,0,1,7,no,no,no,no,no,no,no,no
68,9,10,0,25,0,4,3,no,no,no,no,no,no,no,no
992,236,112,295,318,0,34,34,no,no,no,yes,no,yes,yes,yes
5,3,2,3,0,0,3,0,no,no,no,no,no,no,no,no
3,1,3,0,0,0,1,0,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
9,2,8,0,3,0,2,1,no,no,yes,no,no,no,no,no
5,3,3,3,0,0,3,0,no,no,no,no,no,no,no,no
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
9,2,7,0,2,0,2,1,no,no,yes,no,no,no,no,no
34,1,0,0,2,0,1,30,no,yes,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
8,6,2,15,0,0,6,0,no,no,no,no,no,no,no,no
2,0,1,0,0,0,0,0,no,no,yes,no,no,no,no,no
487,35,31,88,52,0,16,8,no,no,no,no,no,no,no,yes
9,2,8,0,1,0,2,1,no,no,yes,no,no,no,no,no
19,5,3,1,5,0,3,1,no,no,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
31,6,11,0,18,0,2,2,no,no,yes,no,no,no,no,no
28,5,7,3,10,0,3,1,no,no,no,no,no,no,no,no
41,7,38,0,17,0,6,8,no,no,no,no,no,no,no,no
9,1,1,0,0,0,1,5,no,no,no,no,no,no,no,no
11,3,36,3,0,0,3,0,no,no,no,no,no,no,no,yes
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
30,3,13,0,15,0,3,4,no,no,no,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
25,2,7,0,21,0,1,1,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
18,2,2,1,5,0,2,0,no,no,yes,no,no,no,no,no
13,1,1,0,0,0,1,9,no,yes,no,no,no,no,no,no
7,3,4,3,2,0,3,0,no,no,no,no,no,no,no,no
26,0,4,0,0,0,0,24,no,yes,no,no,no,no,no,no
2,0,1,0,0,0,0,0,no,no,yes,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
9,2,7,0,1,0,2,1,no,no,yes,no,no,no,no,no
9,2,7,0,3,0,2,1,no,no,yes,no,no,no,no,no
8,6,1,15,0,0,6,0,no,no,no,no,no,no,no,no
16,1,4,0,4,0,1,11,no,yes,no,no,no,no,no,no
19,3,2,1,6,0,3,1,no,no,no,no,no,no,no,no
8,2,1,1,0,0,2,0,no,no,yes,no,no,no,no,no
32,2,5,0,0,0,2,12,no,yes,no,no,no,no,no,yes
10,2,2,1,3,0,2,0,no,no,yes,no,no,no,no,no
10,0,2,0,0,0,0,8,no,no,no,no,no,no,no,no
7,5,2,10,0,0,5,0,no,no,no,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
6,1,1,0,0,0,1,2,no,no,yes,no,no,no,no,no
277,24,12,0,18,0,5,4,no,no,no,no,no,no,no,no
3,1,1,0,0,0,1,0,no,no,yes,no,no,no,no,no
12,1,12,0,6,0,1,7,no,no,no,no,no,no,no,yes
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
10,2,5,0,2,0,1,1,no,no,yes,no,no,no,no,no
8,1,1,0,0,0,1,4,no,no,no,no,no,no,no,no
13,1,1,0,0,0,1,9,no,yes,no,no,no,no,no,no
13,1,2,0,0,0,1,2,no,no,yes,no,no,no,no,no
33,1,0,0,1,0,1,29,no,yes,no,no,no,no,no,no
9,2,7,0,2,0,2,1,no,no,yes,no,no,no,no,no
16,4,3,0,5,0,1,0,no,no,yes,no,no,no,no,no
50,5,2,1,12,0,3,1,no,no,no,no,no,no,no,no
11,1,1,0,0,0,1,7,no,no,no,no,no,no,no,no
13,1,2,0,0,0,1,4,no,no,no,no,no,no,no,no
9,2,8,0,2,0,2,1,no,no,yes,no,no,no,no,no
6,1,2,0,0,0,1,2,no,no,yes,no,no,no,no,no
33,3,7,0,22,0,3,22,no,no,no,no,no,no,no,yes
8,2,2,1,0,0,2,0,no,no,yes,no,no,no,no,no
15,2,4,0,0,0,1,10,no,yes,no,no,no,no,no,no
26,1,3,0,0,0,1,7,no,no,no,no,no,no,no,no
135,32,10,184,31,0,25,12,no,no,no,no,no,no,no,yes
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
4,0,7,0,0,0,0,2,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
4,1,0,0,0,0,1,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
2,0,0,0,0,0,0,0,no,no,yes,no,no,no,no,no
14,3,0,0,0,0,3,2,no,no,no,no,no,no,no,no
29,1,2,0,0,0,1,19,no,yes,no,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
7,1,1,0,0,0,1,3,no,no,no,no,no,no,no,no
18,3,8,0,6,0,1,2,no,no,yes,no,no,no,no,no
8,2,2,1,0,0,2,0,no,no,yes,no,no,no,no,no
5,1,1,0,0,0,1,1,no,no,yes,no,no,no,no,no
23,7,9,0,13,0,1,2,no,no,yes,no,no,no,no,no
22,6,3,1,7,0,3,1,no,no,no,no,no,no,no,no
94,1,0,0,0,0,1,0,no,no,no,no,no,no,no,no
6,4,4,6,0,0,4,0,no,no,no,no,no,no,no,no
10,2,2,1,3,0,2,0,no,no,yes,no,no,no,no,no
961,1,0,0,0,0,1,0,no,no,no,no,no,no,no,no
16,1,1,0,0,0,1,12,no,yes,no,no,no,no,no,no
