@RELATION code_smells_extended

@ATTRIBUTE cbo NUMERIC
@ATTRIBUTE cbomodified NUMERIC
@ATTRIBUTE fanin NUMERIC
@ATTRIBUTE fanout NUMERIC
@ATTRIBUTE wmc NUMERIC
@ATTRIBUTE dit NUMERIC
@ATTRIBUTE noc NUMERIC
@ATTRIBUTE rfc NUMERIC
@ATTRIBUTE lcom NUMERIC
@ATTRIBUTE lcom* NUMERIC
@ATTRIBUTE tcc NUMERIC
@ATTRIBUTE lcc NUMERIC
@ATTRIBUTE totalmethodsqty NUMERIC
@ATTRIBUTE staticmethodsqty NUMERIC
@ATTRIBUTE publicmethodsqty NUMERIC
@ATTRIBUTE privatemethodsqty NUMERIC
@ATTRIBUTE protectedmethodsqty NUMERIC
@ATTRIBUTE defaultmethodsqty NUMERIC
@ATTRIBUTE visiblemethodsqty NUMERIC
@ATTRIBUTE abstractmethodsqty NUMERIC
@ATTRIBUTE finalmethodsqty NUMERIC
@ATTRIBUTE synchronizedmethodsqty NUMERIC
@ATTRIBUTE totalfieldsqty NUMERIC
@ATTRIBUTE staticfieldsqty NUMERIC
@ATTRIBUTE publicfieldsqty NUMERIC
@ATTRIBUTE privatefieldsqty NUMERIC
@ATTRIBUTE protectedfieldsqty NUMERIC
@ATTRIBUTE defaultfieldsqty NUMERIC
@ATTRIBUTE finalfieldsqty NUMERIC
@ATTRIBUTE synchronizedfieldsqty NUMERIC
@ATTRIBUTE nosi NUMERIC
@ATTRIBUTE loc NUMERIC
@ATTRIBUTE returnqty NUMERIC
@ATTRIBUTE loopqty NUMERIC
@ATTRIBUTE comparisonsqty NUMERIC
@ATTRIBUTE trycatchqty NUMERIC
@ATTRIBUTE parenthesizedexpsqty NUMERIC
@ATTRIBUTE stringliteralsqty NUMERIC
@ATTRIBUTE numbersqty NUMERIC
@ATTRIBUTE assignmentsqty NUMERIC
@ATTRIBUTE mathoperationsqty NUMERIC
@ATTRIBUTE variablesqty NUMERIC
@ATTRIBUTE maxnestedblocksqty NUMERIC
@ATTRIBUTE anonymousclassesqty NUMERIC
@ATTRIBUTE innerclassesqty NUMERIC
@ATTRIBUTE lambdasqty NUMERIC
@ATTRIBUTE uniquewordsqty NUMERIC
@ATTRIBUTE modifiers NUMERIC
@ATTRIBUTE logstatementsqty NUMERIC
@ATTRIBUTE is_functional_decomposition {yes,no}
@ATTRIBUTE is_data_class {yes,no}
@ATTRIBUTE is_lazy_class {yes,no}
@ATTRIBUTE has_long_method {yes,no}
@ATTRIBUTE has_long_parameter_list {yes,no}
@ATTRIBUTE is_spaghetti {yes,no}
@ATTRIBUTE is_swiss_army_knife {yes,no}
@ATTRIBUTE is_blob {yes,no}

@DATA
4,4,0,4,3,1,0,9,1,0.33333334,0.0,0.0,3,0,2,1,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1,23,2,0,0,0,0,15,1,11,0,11,0,0,0,0,48,25,0,no,no,no,no,no,no,no,no
6,6,0,6,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,2,0,0,0,0,0,0,0,0,11,1,0,no,no,yes,no,no,no,no,no
7,7,0,7,1,1,0,4,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,18,1,0,no,no,yes,no,no,no,no,no
10,19,9,10,10,1,0,0,45,0.0,0.0,0.0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,20,1,0,no,no,no,no,no,no,no,no
11,12,1,11,6,1,0,19,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,5,0,0,5,0,0,5,0,0,76,1,0,1,0,0,6,2,4,1,8,2,0,1,0,50,1,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,2,0,0,0,0,15,25,0,no,no,yes,no,no,no,no,no
7,7,0,7,1,1,0,8,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,7,1,0,0,0,0,1,0,1,0,2,0,0,0,0,48,1,0,no,no,yes,no,no,no,no,no
2,2,0,2,2,1,0,3,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,5,0,3,1,3,0,0,0,0,40,26,0,no,no,yes,no,no,no,no,no
8,8,0,8,2,1,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,10,1,0,0,0,0,2,0,2,0,2,0,0,0,0,20,1,0,no,no,yes,no,no,no,no,no
6,6,0,6,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,52,0,0,0,0,0,5,0,0,0,10,0,0,5,0,25,24,0,no,yes,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,11,24,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,0,0,19,24,0,no,no,no,no,no,no,no,no
2,2,0,2,2,1,0,3,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,5,0,3,0,3,0,0,0,0,24,26,0,no,no,yes,no,no,no,no,no
0,0,0,0,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,22,22,22,0,0,0,22,0,0,26,0,0,0,0,0,0,22,22,0,22,0,0,0,0,27,17,0,no,yes,no,no,no,no,no,no
8,8,0,8,2,1,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,2,0,1,0,1,0,0,0,0,17,1,0,no,no,yes,no,no,no,no,no
1,1,0,1,0,1,0,0,0,?,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,12,0,0,0,0,0,10,0,0,0,10,0,0,0,0,22,24,0,no,yes,no,no,no,no,no,no
7,7,0,7,2,1,0,16,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,25,1,0,0,0,0,3,1,9,0,9,1,0,0,0,63,1,0,no,no,yes,no,no,no,no,no
2,2,0,2,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,19,0,0,0,0,0,2,0,0,0,2,0,0,1,0,12,25,0,no,no,yes,no,no,no,no,no
2,2,0,2,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,2,0,0,2,0,14,24,0,no,no,yes,no,no,no,no,no
8,8,0,8,2,1,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,2,0,1,0,1,0,0,0,0,19,1,0,no,no,yes,no,no,no,no,no
0,0,0,0,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,8,17,0,no,no,yes,no,no,no,no,no
3,3,0,3,2,1,0,5,1,0.0,?,?,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,21,1,0,0,0,0,13,0,14,0,14,0,0,0,0,38,26,0,no,no,yes,no,no,no,no,no
0,0,0,0,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,0,no,no,yes,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,12,24,0,no,no,no,no,no,no,no,no
13,18,5,13,33,1,0,40,15,0.8095238,0.2,0.2,7,0,6,1,0,0,6,0,0,0,3,2,0,3,0,0,3,0,5,159,6,1,4,3,0,4,4,40,0,37,3,3,0,0,123,1,0,no,no,no,no,no,no,no,no
4,4,0,4,1,1,0,0,0,0.0,?,?,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,no,no,yes,no,no,no,no,no
4,7,3,4,0,1,0,0,0,?,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,19,1,0,no,no,no,no,no,no,no,no
13,17,4,13,55,1,0,42,0,0.64285713,1.0,1.0,7,0,5,2,0,0,5,0,0,0,4,2,0,4,0,0,4,0,2,178,0,1,17,0,2,5,5,44,0,39,4,2,0,0,90,1,0,no,no,no,yes,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,12,24,0,no,no,no,no,no,no,no,no
0,0,0,0,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,11,11,11,0,0,0,11,0,0,15,0,0,0,0,0,11,0,11,0,11,0,0,0,0,27,17,0,no,yes,no,no,no,no,no,no
2,2,0,2,2,1,0,13,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,0,0,0,12,0,7,1,7,0,0,0,0,41,26,0,no,no,yes,no,no,no,no,no
8,12,4,8,0,2,0,0,0,?,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,3,0,0,0,0,14,1,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,1,0,0,0,0,9,25,0,no,no,yes,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,11,24,0,no,no,no,no,no,no,no,no
12,15,3,12,1,2,0,2,0,0.33333334,?,?,1,1,1,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,8,1,0,0,0,0,5,2,0,0,3,0,0,0,0,14,1,0,no,no,no,no,no,no,no,no
1,4,3,1,1,1,0,0,0,0.0,?,?,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,no,no,yes,no,no,no,no,no
8,8,0,8,2,1,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,2,0,1,0,1,0,0,0,0,18,1,0,no,no,yes,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
6,10,4,6,2,1,0,0,0,0.11111111,?,?,2,1,1,1,0,0,1,0,0,0,9,1,0,9,0,0,9,0,0,24,1,0,0,0,0,8,1,9,0,9,0,0,0,0,28,17,0,no,yes,no,no,yes,no,no,no
0,0,0,0,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,0,no,no,yes,no,no,no,no,no
11,12,1,11,3,1,0,9,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,3,0,0,3,0,0,3,0,0,43,1,2,0,0,0,4,0,8,2,11,1,0,2,0,36,1,0,no,no,no,no,no,no,no,no
20,20,0,20,1,1,0,0,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0,no,no,yes,no,yes,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,11,24,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,2,0,0,0,0,8,24,0,no,no,yes,no,no,no,no,no
2,3,1,2,4,2,0,0,6,0.75,0.0,0.0,4,0,4,0,0,0,4,0,0,0,2,2,0,2,0,0,2,0,0,16,3,0,0,0,0,2,0,2,0,2,0,0,0,0,25,1,0,no,no,no,no,no,no,no,no
6,15,9,6,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,no,no,yes,no,no,no,no,no
3,5,2,3,8,1,0,11,0,0.33333334,0.8,1.0,6,0,6,0,0,0,6,0,0,0,3,0,0,3,0,0,3,0,0,39,3,0,0,0,0,6,2,7,0,7,1,0,0,0,36,1,0,no,no,no,no,no,no,no,no
11,12,1,11,6,1,0,19,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,4,0,0,4,0,0,4,0,0,67,1,0,1,0,0,6,2,4,1,8,2,0,1,0,44,1,0,no,no,no,no,no,no,no,no
0,0,0,0,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,16,0,no,no,yes,no,no,no,no,no
8,8,0,8,1,1,0,2,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,6,1,0,0,0,0,2,0,0,0,1,0,0,0,0,19,1,0,no,no,yes,no,no,no,no,no
5,5,0,5,1,1,0,2,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,10,1,0,no,no,yes,no,no,no,no,no
11,13,2,11,13,1,0,23,11,0.6666667,0.16666667,0.16666667,6,0,4,2,0,0,4,0,0,0,2,1,0,2,0,0,2,0,1,54,1,0,1,0,0,3,1,11,0,11,2,0,0,0,47,1,0,no,no,no,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
18,19,1,18,12,1,0,11,38,0.74999994,0.14285715,0.14285715,12,0,8,4,0,0,8,0,0,0,4,0,0,4,0,0,4,0,0,349,12,0,0,0,0,27,0,48,5,52,0,0,4,0,67,1,0,no,no,no,no,no,no,no,no
12,13,1,12,2,1,0,6,0,0.25,1.0,1.0,2,0,1,0,1,0,2,0,0,0,2,0,0,2,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,2,0,0,0,0,18,1,0,no,no,yes,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
2,5,3,2,3,2,2,2,3,0.6666667,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,0,12,2,0,0,0,0,1,0,1,0,1,0,0,0,0,21,1025,0,no,no,no,no,no,no,no,no
3,3,0,3,3,1,0,4,1,0.33333334,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,16,2,0,0,0,0,11,0,5,1,5,0,0,0,0,32,28,0,no,no,no,no,no,no,no,no
11,13,2,11,5,2,0,6,1,0.5,?,?,2,0,1,1,0,0,1,0,0,0,2,0,0,2,0,0,2,0,0,20,1,1,0,0,0,3,0,2,0,2,2,0,0,0,21,1,0,no,no,yes,no,no,no,no,no
15,15,0,15,2,1,0,3,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,12,2,0,0,0,0,8,0,0,0,2,0,0,0,0,27,1,0,no,no,yes,no,no,no,no,no
3,3,0,3,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,20,0,0,0,0,0,4,0,0,0,5,0,0,2,0,16,25,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,11,24,0,no,no,no,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,9,24,0,no,no,no,no,no,no,no,no
0,0,0,0,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,16,0,no,no,yes,no,no,no,no,no
8,11,3,8,6,1,0,15,0,0.2,0.6,0.6,5,0,5,0,0,0,5,0,0,0,1,0,0,1,0,0,1,0,1,41,3,0,1,0,0,0,0,19,0,18,1,0,0,0,43,1,0,no,no,no,no,no,no,no,no
4,6,2,4,1,1,0,1,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,3,0,3,0,0,0,0,17,1,0,no,no,yes,no,no,no,no,no
20,20,0,20,7,1,0,26,0,0.2857143,1.0,1.0,2,0,2,0,0,0,2,0,0,0,7,0,0,7,0,0,7,0,0,53,2,3,0,0,0,3,0,11,0,18,2,0,0,0,46,1,0,no,no,no,no,no,no,no,no
8,8,0,8,2,1,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,2,0,1,0,1,0,0,0,0,17,1,0,no,no,yes,no,no,no,no,no
48,58,10,48,63,1,0,74,10,0.81250006,?,?,12,0,1,11,0,0,1,0,0,0,8,0,0,8,0,0,8,0,7,321,3,11,7,2,2,70,4,53,1,56,9,2,9,3,104,1,4,no,no,no,yes,no,no,no,no
8,8,0,8,2,1,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,2,0,1,0,1,0,0,0,0,17,1,0,no,no,yes,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,12,24,0,no,no,no,no,no,no,no,no
1,1,0,1,1,2,0,0,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,1,0,no,no,yes,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,9,0,0,0,0,0,5,0,0,0,5,0,0,0,0,22,24,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,4,0,0,0,0,13,24,0,no,no,no,no,no,no,no,no
21,22,1,21,12,1,0,36,0,0.6111111,0.6666667,1.0,6,0,6,0,0,0,6,0,0,0,6,0,0,6,0,0,6,0,0,112,6,2,2,0,0,7,1,25,4,30,2,0,2,1,65,1,0,no,no,no,no,no,no,no,no
9,10,1,9,3,1,0,4,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,33,2,0,0,1,0,6,0,5,2,7,1,0,1,0,33,1,0,no,no,yes,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,4,0,0,0,0,12,25,0,no,no,no,no,no,no,no,no
1,1,0,1,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,8,0,no,no,yes,no,no,no,no,no
1,2,1,1,1,2,0,0,0,0.0,?,?,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,1,0,0,0,0,0,21,1,0,no,no,yes,no,no,no,no,no
15,16,1,15,3,1,0,7,1,0.6,0.33333334,0.33333334,3,0,2,0,1,0,3,0,0,0,5,0,0,5,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,5,0,0,0,0,29,1,0,no,no,no,no,no,no,no,no
13,16,3,13,5,1,2,11,4,0.6666667,0.33333334,0.33333334,4,0,2,1,1,0,3,0,0,0,3,0,0,3,0,0,1,0,3,25,3,0,1,0,0,2,0,5,0,7,1,0,0,0,37,1025,0,no,no,no,no,no,no,no,no
2,3,1,2,2,2,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,2,0,0,0,0,0,28,1,0,no,no,yes,no,no,no,no,no
8,11,3,8,8,2,0,2,2,0.5833333,0.4642857,0.75,8,0,7,0,1,0,8,0,0,0,3,0,0,3,0,0,0,0,0,31,5,0,0,0,0,6,2,5,0,3,0,0,0,0,19,1,0,no,no,no,no,no,no,no,no
2,2,0,2,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,2,0,0,0,0,14,25,0,no,no,yes,no,no,no,no,no
21,21,0,21,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,41,1,0,no,no,yes,no,yes,no,no,no
2,4,2,2,20,1,0,0,136,0.84999996,0.14210527,0.9,20,0,20,0,0,0,20,0,0,0,9,0,0,9,0,0,0,0,0,78,9,0,0,0,0,0,0,18,0,9,0,0,0,0,27,1,0,no,no,no,no,yes,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,3,0,0,0,0,12,25,0,no,no,no,no,no,no,no,no
9,10,1,9,8,2,0,27,6,0.0,0.0,0.0,4,1,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,32,5,1,1,0,0,1,0,10,1,8,1,0,0,1,54,1,0,no,no,no,no,no,no,no,no
1,3,2,1,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,no,no,yes,no,no,no,no,no
5,5,0,5,4,1,0,4,0,0.0,1.0,1.0,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,1,0,0,15,1,0,0,0,0,1,0,1,0,1,0,0,0,1,22,1,0,no,no,no,no,no,no,no,no
11,11,0,11,2,1,0,7,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,13,1,0,0,0,0,3,0,3,0,3,0,0,0,0,21,1,0,no,no,yes,no,no,no,no,no
8,8,0,8,2,1,0,0,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,3,0,1,0,1,0,0,0,0,20,1,0,no,no,yes,no,no,no,no,no
23,25,2,23,14,1,0,51,10,0.8,0.0,0.0,5,1,2,3,0,0,2,0,0,0,5,0,0,5,0,0,5,0,1,54,4,0,1,0,3,1,1,12,0,21,2,0,0,5,72,1,0,no,no,no,no,no,no,no,no
11,11,0,11,2,1,0,5,0,0.25,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,0,0,2,0,0,2,0,0,12,2,0,0,0,0,4,0,1,0,3,0,0,0,0,21,1,0,no,no,yes,no,no,no,no,no
3,5,2,3,0,1,0,0,0,?,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,0,1,0,0,5,0,0,0,0,0,1,1,1,0,3,0,0,0,0,13,1,0,no,no,no,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
1,1,0,1,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,9,0,no,no,yes,no,no,no,no,no
0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,no,no,yes,no,no,no,no,no
0,1,1,0,0,1,0,0,0,?,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,0,0,0,24,0,0,0,0,0,22,0,22,0,22,0,0,0,0,26,1,0,no,yes,no,no,no,no,no,no
6,7,1,6,6,1,0,7,0,0.0,1.0,1.0,6,0,6,0,0,0,6,0,0,0,1,0,0,1,0,0,1,0,0,21,2,0,0,0,0,0,0,1,0,1,0,0,0,1,24,1,0,no,no,no,no,no,no,no,no
1,1,0,1,1,1,0,0,0,0.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,12,24,0,no,no,no,no,no,no,no,no
